circRNA_ID	Case1	Case2	Control1	Control2
chr2:134341590|134349938	0	0	4	0
chr1:150283805|150284504	0	3	0	0
chr11:121036505|121047667	0	0	2	0
chr22:23152461|23156032	0	0	0	5
chr17:35747849|35749217	0	0	0	4
chr7:27785163|27793212	0	0	5	0
chr16:89430988|89438246	4	0	0	0
chr3:36482992|36485058	0	0	6	0
chr12:120099030|120108467	0	7	0	0
chr19:55544799|55545543	4	0	0	0
chr17:69517500|69521100	0	2	0	0
chr7:121125820|121130294	0	0	8	0
chr12:11431482|11435158	0	2	0	3
chr17:44321058|44321767	0	5	0	0
chr6:108178095|108180956	0	0	0	4
chr16:88699620|88701418	0	2	0	0
chr3:62952007|63122319	0	0	0	7
chr9:72056784|72059384	0	0	4	0
chr1:111346910|111347772	1	0	0	3
chr9:37489315|37495276	0	0	6	0
chr6:35968877|35991808	0	0	9	0
chr4:179997387|180057803	0	0	0	4
chr16:100372|117375	0	0	0	7
chr11:9713466|9728199	0	7	0	0
chr7:35638350|35673278	0	0	0	6
chr20:33035612|33038962	9	0	0	0
chr12:57102290|57108299	8	0	0	0
chr12:55940082|55941584	0	2	0	0
chr20:13270504|13279898	1	3	8	0
chr16:3029280|3030812	0	0	3	0
chr10:133310164|133350161	0	0	7	0
chr19:41055202|41059438	0	0	0	4
chr9:136995442|136995757	0	0	0	2
chr20:43566473|43567117	0	5	0	0
chr3:184303320|184306495	0	11	0	0
chr18:53578073|53584349	0	0	0	7
chr12:131648045|131650479	3	7	0	0
chr21:33268394|33276753	0	0	0	3
chr5:150730631|150733475	0	0	0	4
chr6:96563125|96606071	0	2	0	0
chr12:110619836|110626492	4	0	0	0
chr1:32895555|32898319	0	7	0	0
chr8:100137565|100142168	7	5	0	0
chr2:113634153|113641005	0	0	2	0
chrX:153784704|153785003	0	0	4	0
chr6:44138480|44146927	0	0	3	0
chr19:51185440|51186546	0	7	0	0
chr1:160813636|160818319	4	0	0	0
chr9:130695492|130697627	0	0	5	0
chr1:230988320|230990698	0	0	0	2
chr15:25081091|25089866	0	0	9	0
chr12:49599469|49603367	0	0	7	2
chr4:83049166|83057408	0	2	0	0
chr4:10507959|10513597	0	0	2	0
chr18:10327069|10371454	0	8	0	0
chr2:157443847|157488035	3	0	0	0
chr12:57272453|57295507	0	0	6	0
chr22:46323190|46326654	0	6	0	0
chr19:48133981|48140143	0	0	0	7
chr9:38413237|38414203	0	0	4	0
chr10:98162883|98209899	0	6	0	0
chr2:6940948|7020768	0	2	0	0
chr2:54788200|54800907	0	4	0	0
chr12:55829960|55831349	0	0	3	0
chr9:129613107|129620743	0	0	0	3
chr13:70115141|70129884	0	0	2	0
chr12:112135013|112145662	6	0	0	0
chr14:20447615|20448811	7	0	0	0
chr12:43439897|43454052	0	12	0	0
chr20:36916949|36930875	5	0	0	0
chr1:112686966|112692929	0	2	0	0
chr2:219632874|219635891	0	0	3	0
chrX:130665643|130679748	10	0	0	0
chr18:58700441|58733574	0	0	3	0
chr1:150556148|150556684	0	0	3	0
chr9:135945889|135953753	0	0	10	0
chr19:45345534|45348160	0	0	2	0
chr1:32234952|32239425	0	2	0	0
chr14:24506469|24507506	2	0	3	0
chr17:79796250|79796540	2	0	0	0
chr9:114343708|114346009	0	0	10	0
chr17:47838531|47840372	6	0	0	0
chr5:41176475|41181559	0	9	0	1
chr3:100519462|100558589	8	0	0	0
chr18:31008269|31025915	0	5	0	0
chr19:4446836|4453522	0	0	0	2
chr17:19657745|19663499	0	0	4	0
chr19:48413991|48416155	7	0	7	9
chr12:55726700|55726964	0	0	0	7
chr14:23530120|23533084	6	0	0	0
chr14:57579426|57589513	5	0	0	0
chr8:57347222|57348586	4	0	0	0
chr21:13405181|13421690	0	9	0	0
chr1:182584081|182586970	5	0	0	0
chr2:137970165|138001025	1	5	0	0
chr5:42629038|42700002	10	0	8	0
chr10:95263864|95271784	9	0	0	0
chr2:169081523|169083587	0	0	2	0
chr16:89288528|89291183	0	7	0	0
chr1:92665939|92694388	0	0	0	7
chr20:37157860|37168243	0	0	9	0
chr14:23307760|23324052	8	0	5	0
chr17:55767335|55771185	0	0	6	0
chr19:35642434|35643045	0	0	8	7
chr1:17033060|17044888	4	0	0	0
chr13:29772112|29777263	0	2	0	0
chr17:28359315|28360571	0	0	0	6
chr3:169463944|169467100	3	4	1	1
chr3:101731840|101732654	4	0	0	0
chr7:1157656|1158257	0	0	5	0
chr16:70731495|70762924	0	0	0	4
chr16:227242|228402	0	0	6	0
chr1:111386737|111389879	0	0	0	2
chr9:34380897|34381444	5	0	0	0
chr5:87399394|87401772	0	0	5	0
chr6:53746909|53793349	3	0	0	0
chr9:120824494|120831945	0	0	2	0
chr1:27414833|27428933	0	0	7	0
chr5:178912982|178915771	3	0	1	7
chr1:84480956|84490472	0	0	0	9
chr1:196333847|196425988	2	0	0	0
chr1:41020226|41020933	0	0	0	7
chr15:44958373|44961584	0	2	0	0
chr10:97617208|97619683	0	6	2	0
chr15:90877135|90878976	7	0	0	0
chr11:57796457|57808292	7	0	0	0
chr4:109749499|109760380	0	0	0	6
chr20:3691903|3692772	4	2	0	5
chr12:46779611|46784634	0	0	0	11
chr17:63668146|63681899	0	0	0	7
chr2:112752267|112760764	0	8	0	0
chr20:12937029|12937453	0	7	3	0
chr10:73495525|73496906	0	0	0	5
chr20:63238569|63239233	4	0	5	2
chr7:92422369|92429448	0	0	0	4
chr3:138023658|138024724	0	0	0	5
chr18:35988732|35990595	0	0	6	0
chr6:63285587|63295045	0	0	4	0
chr1:224583164|224684843	0	0	0	4
chr1:32211761|32212793	2	0	0	0
chr15:42163350|42163728	0	0	6	0
chr13:102821037|102849194	2	0	0	0
chr18:31460833|31464382	5	0	0	0
chr1:216567988|216677491	4	0	0	0
chr2:61181320|61186081	0	2	0	0
chr12:102304632|102315490	0	4	0	2
chr20:4177351|4181976	0	0	0	10
chr10:42793852|42802218	0	7	2	0
chr2:23672316|23672806	0	9	0	3
chr2:162038949|162047006	0	9	0	0
chr10:104585357|104597494	0	0	4	0
chr2:64848272|64849547	0	0	0	3
chr12:51976327|51984166	0	0	7	0
chr8:85124792|85130058	4	0	0	0
chr1:168183902|168184878	10	3	0	0
chr17:3690070|3690680	0	0	2	0
chr5:132313614|132331850	0	6	0	0
chr2:175964372|175979868	3	0	0	0
chr3:182820260|182836142	0	6	0	0
chr9:113322811|113331116	0	1	0	6
chr11:66472369|66473435	4	1	0	0
chr14:22830050|22830254	3	0	0	3
chr2:208180745|208181305	0	0	5	0
chr2:45546732|45547612	6	5	0	1
chr11:116927219|116954107	0	0	4	0
chr11:125235045|125331925	1	0	0	4
chr18:12421540|12427323	0	2	0	0
chr14:22947868|22952683	0	1	0	8
chr7:43456297|43492180	0	0	4	0
chr19:44299606|44303452	0	4	0	1
chr3:53230457|53235174	0	4	0	0
chr17:19347784|19357951	0	4	0	2
chr11:66216198|66216611	2	0	0	0
chr1:235993645|236032652	0	11	0	0
chr8:105788718|105795897	2	0	0	0
chr10:96833406|96858416	0	0	3	0
chr12:48953113|48956197	0	5	0	0
chr5:137954166|137987616	0	6	0	0
chr9:75069742|75077580	7	0	0	0
chr6:49614687|49618218	0	0	0	10
chr19:49055361|49057248	0	0	0	4
chr2:134845233|134863631	0	0	0	9
chr20:5486091|5508328	0	16	0	0
chr17:40016233|40016631	0	0	0	2
chr6:41031681|41034181	0	0	4	7
chr10:69132898|69157163	0	0	0	4
chr10:72834359|72868863	0	0	6	0
chr1:37832245|37838756	0	0	3	3
chr22:42409435|42411736	0	0	8	0
chrX:108310748|108437993	0	0	0	2
chr9:20363476|20448266	0	0	0	11
chr8:118439832|118580893	0	0	6	0
chr1:150554365|150557335	0	6	0	0
chr14:77562396|77570508	0	0	5	0
chr7:150827248|150858040	0	0	0	2
chr4:155316736|155329953	0	0	0	5
chr11:2135367|2147807	3	6	3	0
chr6:110209084|110215331	0	11	0	0
chr1:52356384|52358758	0	0	0	3
chr2:168561192|168695051	0	0	0	4
chr3:49098600|49098989	0	6	0	0
chr19:47039036|47039564	0	0	0	3
chr1:23692609|23693913	8	0	0	0
chr7:133288922|133356573	0	0	0	9
chr19:33202848|33204852	3	0	0	0
chr17:63833909|63834328	0	0	0	3
chr12:70342258|70344228	0	0	0	5
chr2:107997838|108002040	0	0	4	0
chr6:25813095|25819915	0	0	10	0
chr2:112652702|112657241	0	4	0	0
chr15:44458991|44484362	0	5	0	0
chr19:19865882|19880146	7	0	0	0
chrX:132063433|132071217	0	0	3	0
chr12:58880581|58887932	6	0	0	0
chr1:171147626|171149759	0	0	5	0
chr19:15769585|15771255	0	0	0	5
chr3:46421373|46422798	0	0	0	2
chr10:125730288|125734183	0	7	0	0
chr12:51341244|51342700	7	0	0	0
chr2:189663901|189665451	1	0	0	4
chr2:54899641|54902141	8	0	0	0
chr19:51498018|51499716	11	0	0	0
chr1:192342977|192347389	1	0	0	1
chr10:38247922|38310216	0	5	0	0
chr1:154589369|154596995	7	0	3	0
chrX:101659076|101659501	0	0	0	5
chr17:2036529|2040374	0	0	3	0
chr19:35524859|35526877	0	2	0	8
chr9:134408149|134421805	0	0	0	2
chr21:42376541|42380212	0	0	0	3
chr17:7076892|7078113	5	0	5	0
chr7:2264298|2269639	3	0	0	0
chr4:185678796|185690611	0	0	6	0
chrX:72697159|72707916	4	2	0	0
chr4:1315397|1332865	0	0	0	5
chr7:130685188|130686308	0	0	4	0
chr17:29491784|29498521	0	0	7	0
chr1:54614700|54620007	0	3	0	0
chr10:116594730|116598166	0	0	0	7
chr7:47976730|47978816	3	0	0	0
chr2:230790872|230810322	0	0	7	0
chr22:31403029|31420425	0	0	4	0
chr9:97936171|97938191	0	5	0	0
chr4:86831792|86833424	0	0	3	4
chr21:36387598|36394650	5	0	0	0
chr4:165418226|165464586	0	0	0	6
chrX:73944584|73994961	0	0	0	6
chr7:100336104|100338264	0	5	0	0
chr14:22873311|22875245	4	0	0	0
chr2:129897150|129905267	0	2	0	0
chr2:30944858|30958464	0	0	6	0
chr16:47863446|47879435	0	9	0	0
chr19:13115997|13116340	0	0	0	6
chr16:68025415|68049550	0	0	3	0
chr1:206473196|206474471	3	0	0	0
chr11:95813468|95821978	0	0	5	0
chr8:68924387|68954162	0	8	0	0
chr6:106088201|106099552	9	0	0	0
chrX:10257016|10287891	0	5	0	0
chr2:32175319|32193983	0	0	0	7
chr4:177437405|177438857	0	0	0	3
chr9:122280443|122286166	0	0	0	8
chr16:58293732|58294209	0	0	4	0
chr12:56267794|56269251	0	6	0	0
chr7:156646454|156658252	0	0	0	5
chr19:49662425|49663258	0	0	0	9
chr12:121659191|121669512	0	2	0	0
chr11:101051424|101126158	8	0	0	0
chr12:56092986|56095310	0	0	1	11
chr2:29121374|29121521	0	0	4	0
chr7:151352812|151355950	0	6	0	0
chr6:42055531|42066459	0	0	0	4
chr6:113050374|113064849	6	0	6	0
chrX:3615815|3641971	0	0	7	0
chr18:50274977|50276418	0	0	0	8
chr19:17404129|17404437	0	0	4	0
chr4:152863606|152870848	0	2	0	0
chr19:3586495|3586994	0	4	0	0
chr6:34527332|34529841	0	4	0	0
chr17:7893286|7894608	0	0	0	6
chr1:78250184|78251877	1	8	0	0
chr9:92188518|92189635	4	0	10	0
chr3:129479785|129495607	0	0	8	0
chr18:49826436|49835424	0	7	0	2
chr5:158714117|158796475	0	8	0	0
chr6:99561597|99567038	0	0	0	2
chr19:48714806|48716743	0	5	0	0
chr3:159886207|159887905	2	0	0	0
chr22:30466334|30470078	7	0	0	3
chr14:50114285|50115911	0	0	5	0
chr6:51909283|52028351	0	7	0	0
chr4:104927995|104966793	0	0	0	3
chr9:88072732|88073036	4	0	0	0
chr17:63881029|63881519	0	0	0	1
chr5:41927013|41928691	9	0	0	0
chr4:128846375|128857454	0	0	4	0
chr19:55648758|55649309	0	0	2	0
chr11:556835|558039	0	3	0	0
chr21:39213481|39218272	0	0	0	3
chr2:107992972|108002040	0	0	0	6
chr6:158707230|158725637	0	4	0	0
chr10:50836074|50850807	4	0	0	0
chr17:42774646|42775469	4	1	0	0
chr16:30088449|30090992	0	3	0	0
chr3:101245802|101269573	0	3	0	0
chrX:15845903|15852524	5	0	3	5
chr6:123010985|123011159	0	7	0	0
chr1:166992686|167005130	0	0	0	8
chr17:20721211|20721467	8	0	0	0
chr19:18211085|18211863	0	7	0	0
chr2:210440598|210472076	0	0	7	0
chr16:25246707|25253037	0	15	0	0
chr6:106640823|106643090	0	0	0	4
chr1:222742537|222746719	12	0	3	0
chr7:22727179|22727634	0	0	5	0
chr4:150220706|150232456	5	0	0	0
chr9:127720078|127724364	0	0	8	0
chr11:111992415|111993740	2	0	0	0
chr16:88865563|88865941	0	4	0	0
chr2:170836793|170847792	2	0	0	0
chr3:38001702|38004399	0	0	0	3
chr15:26446429|26449112	0	2	0	0
chr10:122880671|122881667	7	0	0	0
chr16:24556308|24563295	0	5	0	0
chr13:98723912|98726264	7	0	0	0
chr18:20986950|21008194	0	0	0	10
chr13:49006152|49114731	0	0	4	0
chr14:35127479|35180777	0	6	0	0
chr1:100424222|100462881	0	0	4	0
chr7:50327638|50382707	0	5	0	0
chr11:57379494|57380781	0	5	0	9
chr20:46216826|46219913	0	0	7	0
chr14:90491182|90491614	0	0	0	7
chr7:140358640|140382596	0	7	0	0
chr20:3808357|3810014	0	7	0	0
chr7:100219713|100352914	2	3	3	0
chr3:49675891|49676700	0	3	0	0
chr7:29834668|29884593	0	0	6	0
chr4:42238694|42251218	0	0	7	0
chr4:143534855|143540495	0	0	0	7
chrX:70288117|70288513	0	3	0	0
chr9:135697506|135699126	7	0	0	0
chr4:48534545|48540960	0	4	0	0
chr19:48896430|48897869	0	4	0	0
chr11:102840108|102842579	3	6	8	0
chr8:26293666|26338987	0	0	3	0
chrX:47224618|47225866	3	0	0	0
chr3:141902136|141903748	0	0	5	0
chr1:53069801|53077346	0	0	6	0
chr16:57213888|57220847	0	2	4	0
chrY:26328946|26335719	1	0	11	2
chr17:1842803|1843998	0	0	3	0
chr9:114359594|114361911	0	0	0	14
chr1:180248285|180266594	2	6	0	2
chr1:154227282|154235291	0	0	6	0
chr1:111780690|111787106	3	4	0	0
chr8:30696380|30704864	4	0	0	2
chr3:112326522|112327694	0	0	1	2
chr18:36807847|36818973	0	0	5	0
chr11:73411394|73430770	0	7	0	9
chr16:66775118|66786129	0	0	15	0
chr8:144113977|144115858	3	0	0	0
chr5:96785788|96792192	2	0	0	0
chr3:42698708|42700839	3	0	0	0
chr2:215038943|215042379	0	7	8	0
chr16:85078925|85086724	0	0	5	0
chr8:97994480|98016662	9	0	0	0
chr7:151218754|151223849	0	0	9	0
chr17:3592067|3621412	0	0	3	0
chr12:9606353|9633529	0	0	2	0
chr6:39194594|39194760	0	0	5	0
chr17:75991466|76002142	0	0	5	5
chr20:38161420|38165268	3	0	0	3
chr11:47441611|47442814	0	0	4	0
chr6:49470974|49472858	0	0	3	0
chr2:237054347|237055121	0	2	0	0
chr16:48230437|48231939	3	0	0	0
chr2:167135909|167239965	0	3	0	0
chr3:125931638|125933389	0	5	0	0
chr3:39063050|39065889	0	0	2	0
chr2:171815121|171834865	6	0	0	0
chr1:27668458|27669346	5	2	0	0
chr10:102715223|102726797	5	0	0	5
chr11:93738109|93739331	0	0	0	10
chr21:14219553|14221169	4	0	6	0
chr2:85431210|85433631	0	0	6	0
chr20:62263616|62284169	0	0	0	4
chr3:148288935|148312252	0	0	0	8
chr8:54136611|54137433	0	6	0	0
chr19:18849082|18850242	3	0	0	0
chr5:80725453|80728965	2	0	0	0
chr3:46448863|46455978	0	0	2	0
chr10:122881598|122884852	0	2	0	0
chr2:166199639|166294727	7	0	0	0
chr9:38571122|38575698	0	9	0	0
chr2:24691481|24705233	0	0	0	5
chr17:3880346|3883175	5	0	0	0
chr10:88808298|88815224	0	7	0	0
chr13:74426093|74434622	0	3	10	0
chr20:46210307|46227627	0	3	0	0
chr7:7673309|7676208	0	0	0	3
chr1:117011550|117017473	0	0	0	9
chr1:150999862|151001782	2	0	0	3
chr15:73988599|73990457	0	0	5	0
chr5:150253444|150257617	0	6	0	0
chr1:75822409|75878318	0	0	3	0
chr1:64110883|64111369	4	0	6	0
chr11:125572458|125575408	0	0	9	0
chr12:52590836|52592491	0	0	4	0
chr2:237518539|237540533	5	0	0	0
chr2:47332273|47333026	0	7	0	1
chr11:65719681|65720164	10	0	0	0
chr20:49514227|49539721	0	0	8	0
chr8:78738504|78798208	0	4	0	0
chr9:94199198|94223308	0	0	3	0
chr19:10151750|10156509	0	0	0	9
chr8:123693711|123698559	0	0	0	3
chr12:21022850|21048907	7	0	0	0
chr1:19115398|19115637	0	0	0	4
chr11:1443489|1445668	0	0	0	6
chr20:41512846|41514952	5	0	0	0
chr17:35103254|35103544	0	0	2	0
chr5:140695508|140696614	0	0	2	0
chr6:2895391|2900621	7	0	0	0
chr3:51944778|51945939	5	0	2	0
chr17:42894566|42897918	0	5	0	0
chr3:125110189|125118856	0	0	7	0
chr1:155709773|155721618	2	0	0	0
chr17:7108772|7114811	0	0	0	2
chr14:59505189|59525437	0	10	0	0
chr9:136979946|136980855	4	0	0	0
chr3:129134832|129156675	7	0	9	11
chr5:167992944|167993182	5	0	0	0
chr11:64151239|64152393	0	0	0	2
chr16:60364817|60365095	0	7	0	0
chr6:43513359|43515701	0	0	3	0
chr17:68249011|68250470	0	0	3	0
chr11:76958979|76990574	0	0	0	2
chr4:1096765|1108404	0	0	0	3
chr3:53878357|53880109	0	2	7	0
chr11:62707109|62721423	8	0	0	0
chr13:40756873|40759106	0	4	0	0
chr10:73383577|73396583	7	0	0	0
chr11:112639682|112661646	0	0	0	2
chr1:7773442|7777318	1	0	0	6
chr5:131709201|131719060	0	0	9	0
chr7:151034273|151035742	0	6	0	0
chrX:77855501|77870925	0	0	0	6
chr11:36081653|36098461	0	3	0	0
chr11:60397852|60403061	0	0	3	0
chr8:46593455|46595241	0	0	8	9
chr21:38813003|38817091	0	6	4	0
chr19:40502775|40520151	0	12	0	0
chr7:143359326|143359629	0	2	0	0
chr12:76386168|76394729	0	0	7	0
chr18:31141999|31145777	0	0	0	3
chr13:72970553|72973675	0	0	4	0
chr9:3270371|3288250	0	13	0	0
chr10:14935463|14945189	0	3	0	0
chr9:136405118|136405978	0	4	0	0
chr2:60780707|60782005	2	0	0	0
chr16:19393376|19396249	0	0	0	11
chr11:14507656|14517745	0	0	5	0
chr2:16529339|16538420	3	0	0	4
chr6:39947506|39948503	3	0	0	0
chr1:169728058|169730617	4	0	3	0
chr16:23084860|23102463	0	6	0	0
chr3:44451314|44455696	0	5	0	0
chr19:7873197|7873696	4	0	0	0
chr17:46929520|46932199	4	0	0	5
chr11:66287812|66288292	0	1	5	0
chr1:100007034|100011533	0	0	0	5
chr19:58352098|58352555	0	12	0	0
chr6:143136835|143165183	0	0	0	3
chr13:21539302|21566944	0	3	0	0
chr16:66933614|66934166	7	0	0	0
chr21:46314716|46318220	11	0	0	0
chr16:30662420|30667437	0	0	0	9
chr1:77946530|77947552	3	0	0	0
chr6:88853629|88904955	4	0	0	10
chr1:40450656|40454288	0	3	0	1
chr15:68199541|68205151	3	0	0	0
chr4:71397577|71450543	0	0	0	3
chr2:200935699|200942777	0	0	3	0
chr3:47678198|47701402	0	0	0	7
chr18:2847809|2907085	0	5	0	0
chr4:82447920|82451245	0	0	3	0
chr6:143886032|143886821	0	0	4	0
chr3:33120344|33124579	0	1	6	0
chr2:209678572|209680827	2	0	0	0
chr19:6732476|6734307	0	4	0	0
chr3:131564216|131669764	0	0	0	9
chr14:30878811|30880734	5	0	0	0
chr1:40991765|41003176	0	0	4	0
chr12:50780140|50796009	5	5	0	0
chr2:127768189|127771004	0	3	0	0
chr1:44050950|44051494	0	2	0	0
chr13:60690773|60785345	0	0	0	3
chr19:6392857|6393141	1	0	0	2
chr3:9918335|9928486	0	0	8	0
chr1:216650973|216715249	0	7	0	0
chrX:10116418|10125110	0	6	0	0
chr2:130143269|130144474	0	3	0	0
chr6:151436446|151445825	0	0	7	0
chr5:132934147|132937193	0	0	0	6
chr12:48914404|48918903	0	0	3	0
chr15:48134258|48134984	0	8	0	0
chr16:2055402|2057178	5	0	0	0
chr4:55417803|55418164	5	0	3	0
chr17:39629170|39634086	0	0	0	3
chr13:60685201|60774950	0	0	9	0
chr11:9474553|9496378	0	0	4	0
chr1:228362170|228366862	3	0	0	0
chr17:58210659|58213869	5	0	0	0
chr19:6429724|6432204	0	0	0	3
chr7:140459707|140472011	0	5	0	0
chr11:85882513|85911402	0	0	0	8
chr5:110742047|110746346	0	2	0	0
chr3:34282134|34283217	0	0	3	0
chr15:89113725|89185516	0	0	0	9
chr1:9737498|9749646	10	0	0	0
chr11:113827233|113829345	0	0	0	5
chr12:64744809|64747918	0	0	0	5
chr18:24143091|24143413	0	3	5	0
chr19:18573662|18574972	2	0	0	0
chr4:174303703|174310056	0	0	12	0
chr22:38826500|38828512	11	2	3	9
chr10:100929830|100938736	0	9	0	0
chr11:2390412|2394192	0	6	0	0
chr3:46998959|47002288	0	0	8	0
chr11:64791909|64796713	0	0	4	0
chr12:52430541|52431638	8	0	0	0
chr9:125153906|125160906	0	0	0	5
chr17:9782919|9785249	0	2	0	0
chr16:57762140|57769955	0	3	0	0
chr22:35066752|35082669	0	0	0	2
chr1:160416062|160420547	10	0	0	0
chr16:89649351|89651646	0	0	2	0
chr16:84981870|84990635	0	0	4	0
chr1:182385760|182390852	0	3	0	0
chr12:2820724|2821792	0	9	0	0
chr11:65658718|65661868	0	0	7	0
chr19:3275856|3282267	0	0	0	7
chr1:111161155|111182318	7	0	0	0
chr11:57791492|57794081	0	0	0	3
chr12:209891|212110	0	0	0	2
chr16:66912664|66915378	0	0	2	0
chr10:79050282|79065819	0	6	0	0
chr13:113160014|113163122	6	0	0	0
chr16:261384|263402	0	0	0	9
chr17:7673701|7674290	0	8	0	0
chr6:34040548|34092099	0	0	0	5
chrX:46448200|46462874	3	0	0	0
chr5:27475535|27476158	0	0	0	4
chrY:9804774|9809385	0	0	5	3
chr1:6448641|6451748	0	0	0	10
chr12:82895818|82965109	0	4	0	0
chr20:3857635|3861504	0	0	0	8
chr19:334400|336173	0	2	0	0
chr1:202331657|202335818	0	8	0	0
chr2:230371598|230392229	0	0	0	6
chr11:126001719|126015510	0	3	0	0
chr14:105586999|105587874	0	7	0	0
chr7:37315920|37393917	0	0	6	0
chr15:71809276|71812176	0	0	7	0
chr19:11380884|11382105	0	0	10	0
chr1:209626867|209630735	0	0	0	11
chr5:177592575|177593775	0	5	0	0
chr6:28392902|28398473	10	0	0	0
chr2:219210381|219211108	0	6	0	0
chrY:20730769|20731040	1	0	0	4
chr7:114628540|114642623	0	0	0	11
chr6:87215903|87233527	0	6	0	0
chr11:33141667|33141986	0	0	4	0
chr2:73243004|73247926	5	0	0	0
chr7:137253464|137254974	7	0	0	4
chr1:37806857|37807215	0	0	0	4
chr12:3552703|3569564	11	0	0	0
chr17:58505472|58507319	0	0	0	4
chr13:47798259|47907452	0	0	5	0
chr10:122289909|122299134	0	0	0	3
chrX:80290878|80310233	6	0	0	0
chr1:156620018|156624160	0	10	0	0
chr19:46605827|46608327	2	0	0	0
chrX:52866433|52867141	4	4	0	0
chr2:144401199|144424867	3	0	6	0
chr2:9478222|9481447	0	0	0	8
chr17:59177169|59179879	0	8	0	0
chr19:4552422|4555095	0	0	0	7
chr8:122671269|122693481	0	0	4	0
chr22:21629308|21629761	0	0	5	0
chr12:55726700|55728352	0	0	7	0
chr12:3549936|3569564	0	0	6	0
chr9:37842089|37857351	0	5	0	0
chr4:116501668|116514533	0	0	1	6
chr19:39264382|39265036	2	5	0	0
chr1:176162869|176176007	0	0	3	0
chr9:69225304|69226175	0	5	0	0
chr19:1026977|1031192	0	0	3	0
chr1:101836875|101837894	0	0	0	8
chr6:133096510|133098382	0	0	0	2
chr17:47287070|47291088	9	0	0	0
chr6:161101892|161106705	0	0	0	9
chr10:73760018|73766853	13	0	0	0
chr4:65367357|65420565	0	6	0	0
chr17:4988779|4990265	0	0	0	7
chr4:52003223|52017618	0	0	0	2
chr22:19719806|19720666	0	0	0	4
chr6:136275843|136276508	0	0	8	0
chr5:126603570|126608484	0	5	16	0
chr5:111506330|111507442	5	0	1	2
chr2:27843067|27858571	4	0	7	0
chrX:77853901|77875597	0	5	0	0
chr1:51937294|51977117	1	0	11	1
chr3:197081051|197119530	13	0	0	0
chr17:81511903|81512360	0	2	0	0
chr10:133309390|133309977	0	7	8	0
chr2:68382542|68388491	0	0	7	0
chr22:23150063|23158043	0	0	2	0
chr2:70959018|70961693	0	0	2	6
chr17:50209336|50214775	0	0	0	6
chrX:100851233|100862820	0	0	0	2
chr8:27748077|27762458	0	4	0	0
chr5:170718758|170722820	0	2	0	0
chr22:24547908|24549001	0	0	0	2
chr17:44708862|44709366	0	2	0	0
chr17:30568815|30569745	3	2	0	0
chr2:44209210|44213757	0	0	1	6
chr5:79989152|79990663	0	0	5	0
chr13:105489776|105491151	6	0	0	0
chr1:32222538|32224475	0	0	4	0
chr22:44726577|44802164	6	0	0	0
chr16:70679630|70679877	0	0	6	2
chr7:108091626|108104619	0	0	0	5
chr20:382433|388301	0	0	0	11
chr19:12719029|12719336	0	3	0	0
chr11:117911768|117917274	3	0	0	0
chr14:75654886|75657533	0	5	4	0
chr10:62388396|62459797	7	0	0	0
chr17:82134073|82157948	0	0	0	2
chr4:81137393|81144330	0	6	0	0
chr17:60085932|60088301	0	10	0	0
chr18:49826436|49836885	0	0	9	0
chr9:113283132|113284389	5	0	0	0
chr7:35873641|35883987	0	0	0	4
chr12:109581395|109591357	0	0	6	0
chr13:37026790|37033588	7	0	0	0
chr1:109737656|109738366	0	5	0	0
chr17:74106880|74117239	0	4	0	0
chr11:97918838|97937090	0	4	0	0
chrX:46853476|46860102	1	7	12	0
chr14:22926702|22927614	0	4	0	0
chr19:11381056|11383232	6	0	0	0
chr3:87682406|87731750	0	0	6	0
chr10:48979682|48983429	0	0	0	3
chr5:118939196|118944649	0	0	2	4
chr19:14562525|14563702	4	0	0	0
chr19:36914965|36915251	0	7	0	0
chr12:242614|242754	4	0	0	0
chrX:23915700|23927370	0	10	0	0
chr1:74736542|74738788	0	0	0	2
chr1:20655676|20660991	0	0	6	0
chr1:60732447|60733522	0	0	0	4
chr1:169421363|169424950	4	0	0	0
chr13:58221137|58227616	0	0	0	2
chr17:30272741|30286851	10	0	0	0
chr3:161103427|161104406	0	0	4	0
chr7:100352997|100354012	3	0	0	0
chr3:98588713|98590742	0	4	0	0
chr16:1207770|1210651	2	0	0	0
chr12:55831257|55833038	0	0	0	3
chr12:104123226|104135532	0	0	4	0
chr7:155700773|155707068	0	0	0	3
chr5:171734752|171736329	2	11	0	7
chr11:111300527|111304982	0	5	6	5
chr12:12821655|12823319	0	0	0	3
chr20:36927182|36935403	0	0	0	5
chr17:7939513|7944248	5	0	0	0
chr17:7927344|7927694	0	2	3	0
chr4:140410553|140426787	0	0	3	0
chr19:52431408|52434081	4	4	0	0
chr19:48015893|48019877	0	4	0	0
chr11:83167125|83171914	2	0	0	8
chr9:37974622|38016131	0	0	0	2
chr7:100646751|100647111	0	0	0	8
chrX:130071336|130074141	5	0	0	0
chr9:124538092|124554570	0	0	9	0
chr14:104928749|104930942	9	0	0	0
chr16:67171152|67174046	0	0	3	0
chr11:43556900|43584674	6	0	0	7
chr12:11752450|11869969	0	2	0	0
chr16:30652914|30655214	0	0	2	0
chr4:73487724|73495432	0	0	0	2
chr17:20748247|20751471	0	7	0	0
chr1:202964612|202966600	0	0	2	0
chr9:128828735|128829155	3	0	0	0
chr7:150998357|150999364	0	2	0	0
chr15:78513084|78515107	0	0	7	0
chr8:25421573|25423331	4	1	0	0
