circRNA_ID	gene_id
chr20:18328893|18345546	ENSG00000230010.2
chr20:18433652|18443464	ENSG00000089091.16
chr20:18468944|18475187	ENSG00000132664.12
chr20:18472842|18475187	ENSG00000132664.12
chr20:18525788|18535742	ENSG00000101310.17
chr20:18593731|18596241	ENSG00000125821.13
chr20:18593731|18620113	ENSG00000125821.13
chr20:19049555|19053570	ENSG00000274863.1
chr20:19261709|19283215	ENSG00000179447.2
chr20:19654062|19681991	ENSG00000185052.13
chr20:19960700|19990311	ENSG00000132669.14
chr20:20022456|20025767	ENSG00000173418.12
chr20:20025677|20032653	ENSG00000173418.12
chr20:20246117|20251763	ENSG00000089101.19
chr20:20639785|20640806	ENSG00000188559.16
chr20:21197540|21214022	ENSG00000232712.6
chr20:21612548|21615527	ENSG00000279082.5
chr20:21706438|21708700	ENSG00000125813.14
chr20:22744662|22745155	ENSG00000283072.3
chr20:23128629|23129165	ENSG00000233746.2
chr20:23180411|23185950	ENSG00000230387.5
chr20:23180411|23186313	ENSG00000230387.5
chr20:23185870|23186550	ENSG00000230387.5
chr20:23364363|23367097	ENSG00000125812.16
chr20:23364384|23367097	ENSG00000125812.16
chr20:23455426|23458665	ENSG00000273838.2
chr20:24064452|24133649	ENSG00000230133.2
chr20:24970197|24978882	ENSG00000101474.12
chr20:24971460|24978882	ENSG00000101474.12
chr20:25078829|25079514	ENSG00000100987.15
chr20:25214867|25217581	ENSG00000197586.13
chr20:25214867|25216736	ENSG00000197586.13
chr20:25216648|25221333	ENSG00000197586.13
chr20:25417104|25441776	ENSG00000101003.11
chr20:25685996|25686466	ENSG00000130684.14
chr20:28588643|28600461	ENSG00000282826.3
chr20:30357110|30361730	ENSG00000231934.2
chr20:30695753|30702853	ENSG00000277112.3
chr20:31476227|31477910	ENSG00000088320.4
chr20:31639018|31640097	ENSG00000131055.5
chr20:31771560|31782390	ENSG00000088325.16
chr20:31823477|31830889	ENSG00000101306.11
chr20:31830819|31831141	ENSG00000101306.11
chr20:31863907|31867153	ENSG00000149599.16
chr20:31864953|31867153	ENSG00000149599.16
chr20:31933800|31937509	ENSG00000131044.18
chr20:32017979|32022795	ENSG00000101331.17
chr20:32074623|32084043	ENSG00000101336.18
chr20:32142982|32150703	ENSG00000101337.16
chr20:32215269|32216721	ENSG00000101346.14
chr20:32215269|32228455	ENSG00000101346.14
chr20:32316218|32326884	ENSG00000101350.8
chr20:32316527|32326884	ENSG00000101350.8
chr20:32527758|32533485	ENSG00000197183.15
chr20:32651018|32651981	ENSG00000285382.1
chr20:32704814|32727995	ENSG00000149600.12
chr20:32706704|32728025	ENSG00000149600.12
chr20:32706704|32742565	ENSG00000149600.12
chr20:32788854|32795694	ENSG00000088305.19
chr20:32825925|32839856	ENSG00000101367.9
chr20:32825925|32836841	ENSG00000101367.9
chr20:32833717|32836841	ENSG00000101367.9
chr20:33013810|33018822	ENSG00000078898.7
chr20:33015436|33018822	ENSG00000078898.7
chr20:33035612|33038962	ENSG00000167104.11
chr20:33061768|33064845	ENSG00000186190.8
chr20:33081512|33089029	ENSG00000186191.9
chr20:33089498|33095153	ENSG00000186191.9
chr20:33291907|33301412	ENSG00000125999.11
chr20:33370499|33372697	ENSG00000101391.21
chr20:33385650|33392242	ENSG00000101391.21
chr20:33387323|33392242	ENSG00000101391.21
chr20:33412575|33439026	ENSG00000101400.6
chr20:33412575|33417923	ENSG00000101400.6
chr20:33848467|33851066	ENSG00000101421.4
chr20:34065044|34073866	ENSG00000125970.12
chr20:34072066|34076040	ENSG00000125970.12
chr20:34559208|34559453	ENSG00000101460.13
chr20:34588453|34637985	ENSG00000101464.11
chr20:34935576|34936840	ENSG00000100983.12
chr20:34936763|34943006	ENSG00000100983.12
chr20:34936943|34943006	ENSG00000100983.12
chr20:34975400|34979496	ENSG00000078814.18
chr20:35010187|35049994	ENSG00000100991.12
chr20:35013008|35044712	ENSG00000100991.12
chr20:35131642|35142478	ENSG00000088298.13
chr20:35134738|35142478	ENSG00000088298.13
chr20:35217812|35272145	ENSG00000126005.17
chr20:35251905|35267419	ENSG00000125966.10
chr20:35279942|35284261	ENSG00000242372.9
chr20:35284176|35284770	ENSG00000242372.9
chr20:35366557|35384133	ENSG00000101019.22
chr20:35459983|35465825	ENSG00000126001.16
chr20:35466966|35472151	ENSG00000126001.16
chr20:35474794|35475646	ENSG00000126001.16
chr20:35522391|35527250	ENSG00000242507.6
chr20:35542323|35542600	ENSG00000125991.21
chr20:35556207|35557109	ENSG00000125991.21
chr20:35603010|35604345	ENSG00000088340.17
chr20:35617779|35618720	ENSG00000061656.11
chr20:35631268|35632025	ENSG00000214078.13
chr20:35655202|35673684	ENSG00000272897.5
chr20:35707120|35709309	ENSG00000131051.24
chr20:35739393|35740887	ENSG00000131051.24
chr20:35842573|35869551	ENSG00000025293.17
chr20:35957721|35972766	ENSG00000149646.12
chr20:36197859|36218962	ENSG00000088367.23
chr20:36239821|36244926	ENSG00000131043.13
chr20:36499588|36500611	ENSG00000080845.19
chr20:36578741|36607818	ENSG00000259399.1
chr20:36633543|36641378	ENSG00000101082.14
chr20:36666289|36682578	ENSG00000101079.21
chr20:36684413|36688784	ENSG00000101079.21
chr20:36758558|36768042	ENSG00000149636.16
chr20:36805853|36812844	ENSG00000149639.15
chr20:36877899|36879193	ENSG00000101342.10
chr20:36879041|36879193	ENSG00000101342.10
chr20:36916722|36930875	ENSG00000101347.11
chr20:36916949|36930875	ENSG00000101347.11
chr20:36927182|36935403	ENSG00000101347.11
chr20:36941039|36946804	ENSG00000101347.11
chr20:37044086|37062270	ENSG00000080839.12
chr20:37062084|37066884	ENSG00000080839.12
chr20:37112324|37123799	ENSG00000101353.15
chr20:37157860|37168243	ENSG00000101353.15
chr20:37168121|37172057	ENSG00000101353.15
chr20:37171912|37174116	ENSG00000101353.15
chr20:37229973|37234095	ENSG00000118705.17
chr20:37256394|37256908	ENSG00000118702.11
chr20:37386075|37396311	ENSG00000197122.13
chr20:37393895|37397854	ENSG00000197122.13
chr20:37571894|37577439	ENSG00000274469.2
chr20:37777345|37803048	ENSG00000132792.19
chr20:38155847|38161599	ENSG00000198959.12
chr20:38161420|38165268	ENSG00000198959.12
chr20:38311874|38324046	ENSG00000101425.14
chr20:38360704|38366828	ENSG00000129988.6
chr20:38426419|38434626	ENSG00000196756.14
chr20:38431041|38434626	ENSG00000196756.14
chr20:38531167|38541192	ENSG00000170471.15
chr20:38836116|38838198	ENSG00000101445.10
chr20:38895565|38906094	ENSG00000101445.10
chr20:39002772|39010579	ENSG00000101452.15
chr20:41101209|41115439	ENSG00000198900.7
chr20:41169079|41169526	ENSG00000124181.15
chr20:41512846|41514952	ENSG00000124177.16
chr20:41514805|41618375	ENSG00000124177.16
chr20:43515292|43532924	ENSG00000185513.17
chr20:43515292|43530889	ENSG00000185513.17
chr20:43529203|43532924	ENSG00000185513.17
chr20:43532773|43533418	ENSG00000185513.17
chr20:43566473|43567722	ENSG00000101049.18
chr20:43566473|43567117	ENSG00000101049.18
chr20:43618940|43636013	ENSG00000101052.13
chr20:43686852|43702903	ENSG00000101057.16
chr20:43692157|43705358	ENSG00000101057.16
chr20:43973367|44054526	ENSG00000124191.18
chr20:44006547|44064857	ENSG00000124191.18
chr20:44118505|44160407	ENSG00000149596.7
chr20:44506827|44512994	ENSG00000132824.14
chr20:44737511|44738934	ENSG00000244558.6
chr20:44758072|44771416	ENSG00000101098.13
chr20:44901531|44905131	ENSG00000166913.13
chr20:44951833|44956485	ENSG00000025772.8
chr20:44978443|44997306	ENSG00000101109.12
chr20:45311589|45313605	ENSG00000124232.11
chr20:45333023|45335920	ENSG00000124145.6
chr20:45363169|45363693	ENSG00000204070.10
chr20:45365619|45408606	ENSG00000254806.5
chr20:45542700|45545770	ENSG00000101448.14
chr20:45545639|45547662	ENSG00000249139.2
chr20:45553136|45562219	ENSG00000158901.12
chr20:45555701|45562219	ENSG00000158901.12
chr20:45555701|45579284	ENSG00000158901.12
chr20:45610091|45610239	ENSG00000180205.4
chr20:45650501|45667169	ENSG00000180083.11
chr20:45801074|45805366	ENSG00000101457.13
chr20:45801074|45803378	ENSG00000101457.13
chr20:45814384|45815540	ENSG00000175063.17
chr20:45824292|45824834	ENSG00000101470.10
chr20:45824495|45833328	ENSG00000101470.10
chr20:45824495|45824834	ENSG00000101470.10
chr20:45892398|45894072	ENSG00000064601.21
chr20:45945711|45946115	ENSG00000100982.12
chr20:46011143|46012582	ENSG00000100985.7
chr20:46035404|46035923	ENSG00000124140.15
chr20:46063360|46070536	ENSG00000124160.12
chr20:46068502|46070536	ENSG00000124160.12
chr20:46121820|46128224	ENSG00000101017.15
chr20:46122233|46126741	ENSG00000101017.15
chr20:46122233|46126701	ENSG00000101017.15
chr20:46210307|46227627	ENSG00000149654.11
chr20:46216826|46219913	ENSG00000149654.11
chr20:46356574|46357773	ENSG00000080189.15
chr20:46485529|46492917	ENSG00000283757.1
chr20:46504614|46512140	ENSG00000198185.12
chr20:46725041|46726986	ENSG00000197496.6
chr20:47238758|47283648	ENSG00000101040.20
chr20:47262288|47287284	ENSG00000101040.20
chr20:48011249|48015388	ENSG00000286179.1
chr20:48651396|48658228	ENSG00000124126.14
chr20:49025313|49028668	ENSG00000124198.10
chr20:49072568|49084162	ENSG00000124207.17
chr20:49074785|49084162	ENSG00000124207.17
chr20:49090937|49092127	ENSG00000124207.17
chr20:49263334|49264864	ENSG00000124201.15
chr20:49263334|49271750	ENSG00000124201.15
chr20:49424403|49425181	ENSG00000283529.1
chr20:49514227|49539721	ENSG00000124212.6
chr20:49524058|49548019	ENSG00000124212.6
chr20:49640478|49647078	ENSG00000158470.5
chr20:49640478|49643650	ENSG00000158470.5
chr20:49941561|49945488	ENSG00000124226.11
chr20:50127975|50143621	ENSG00000240849.11
chr20:50129546|50143621	ENSG00000240849.11
chr20:50130856|50143621	ENSG00000240849.11
chr20:50189456|50190285	ENSG00000277449.1
chr20:50564969|50579329	ENSG00000196396.10
chr20:50597580|50609356	ENSG00000042062.13
chr20:50818211|50830380	ENSG00000124243.19
chr20:50903889|50928825	ENSG00000101126.18
chr20:50942031|50955285	ENSG00000000419.14
chr20:51435706|51475660	ENSG00000101096.20
chr20:51622074|51657150	ENSG00000054793.14
chr20:52165864|52187071	ENSG00000020256.20
chr20:52674385|52685213	ENSG00000232294.6
chr20:52675210|52681550	ENSG00000232294.6
chr20:53206543|53208705	ENSG00000227705.1
chr20:53562749|53570503	ENSG00000197670.6
chr20:53578334|53583168	ENSG00000171940.14
chr20:53953432|53995056	ENSG00000064787.14
chr20:53966906|53995056	ENSG00000064787.14
chr20:55425871|55466940	ENSG00000235166.8
chr20:55631058|55667626	ENSG00000287478.1
chr20:56381433|56386533	ENSG00000087586.18
chr20:56473301|56513428	ENSG00000022277.13
chr20:56495202|56514305	ENSG00000124091.10
chr20:56579391|56580335	ENSG00000225657.2
chr20:57333687|57335907	ENSG00000054796.13
chr20:57356446|57367079	ENSG00000101146.13
chr20:57392397|57392777	ENSG00000132819.17
chr20:57514592|57523278	ENSG00000124092.13
chr20:57514592|57519377	ENSG00000124092.13
chr20:58311043|58353538	ENSG00000124209.4
chr20:58519504|58523281	ENSG00000231290.6
chr20:58691034|58694592	ENSG00000254995.4
chr20:58948660|58962158	ENSG00000285091.1
chr20:58992998|58993675	ENSG00000101158.15
chr20:59036690|59038634	ENSG00000101166.16
chr20:59767186|59806194	ENSG00000087495.17
chr20:59865807|59866589	ENSG00000196074.13
chr20:59994250|59999663	ENSG00000124215.17
chr20:60154407|60180913	ENSG00000228340.7
chr20:61852754|61910607	ENSG00000179242.16
chr20:62139075|62139905	ENSG00000101182.15
chr20:62263616|62284169	ENSG00000130703.17
chr20:62392389|62393605	ENSG00000149679.12
chr20:62415578|62416872	ENSG00000130701.4
chr20:62465834|62473578	ENSG00000130700.7
chr20:62466426|62475542	ENSG00000130700.7
chr20:62466426|62473578	ENSG00000130700.7
chr20:62550873|62553665	ENSG00000174407.14
chr20:62807273|62808325	ENSG00000060491.17
chr20:62807537|62810565	ENSG00000060491.17
chr20:62859364|62860308	ENSG00000101190.13
chr20:62895049|62907359	ENSG00000101191.17
chr20:62909699|62914406	ENSG00000101191.17
chr20:62909699|62911614	ENSG00000101191.17
chr20:63238569|63239233	ENSG00000101197.13
chr20:63244024|63250072	ENSG00000101198.15
chr20:63312424|63315439	ENSG00000101203.17
chr20:63532526|63533704	ENSG00000101213.7
chr20:63542440|63544348	ENSG00000125508.4
chr20:63595610|63604840	ENSG00000101216.11
chr20:63679849|63688050	ENSG00000026036.22
chr20:63706357|63707092	ENSG00000101246.20
chr20:63733587|63737902	ENSG00000273154.3
chr20:63740377|63742790	ENSG00000125520.14
chr20:63742130|63742615	ENSG00000125520.14
chr20:63869296|63882820	ENSG00000101150.18
chr20:63873668|63882820	ENSG00000101150.18
chr20:63928335|63929525	ENSG00000101152.11
chr20:63944397|63945975	ENSG00000198276.16
chr20:63963342|63964391	ENSG00000196700.9
chr20:63999603|64016845	ENSG00000101161.8
chr20:64066476|64067020	ENSG00000171703.17
chr20:64076525|64076954	ENSG00000171700.14
chr20:64091966|64092953	ENSG00000125510.18
chr18:192842|198132	ENSG00000101557.15
chr18:196637|199316	ENSG00000101557.15
chr18:691068|694334	ENSG00000132199.20
chr18:743260|748018	ENSG00000176105.14
chr18:905386|907790	ENSG00000141433.13
chr18:1271611|1361221	ENSG00000132204.14
chr18:1566452|1587654	ENSG00000266602.2
chr18:2554669|2567654	ENSG00000101574.15
chr18:2572977|2575066	ENSG00000080986.13
chr18:2691674|2808516	ENSG00000266049.1
chr18:2732265|2740821	ENSG00000101596.17
chr18:2847809|2907085	ENSG00000132205.11
chr18:2927722|2938037	ENSG00000101577.10
chr18:3116331|3134824	ENSG00000101605.14
chr18:3365897|3368688	ENSG00000259256.2
chr18:3567490|3729375	ENSG00000170579.17
chr18:5762298|5769866	ENSG00000261738.8
chr18:6079940|6081275	ENSG00000266846.2
chr18:6213149|6243429	ENSG00000154655.16
chr18:6215750|6264038	ENSG00000154655.16
chr18:6513639|6576104	ENSG00000265944.1
chr18:6837197|6859897	ENSG00000088756.13
chr18:6955353|6959492	ENSG00000101680.16
chr18:6992561|7008608	ENSG00000101680.16
chr18:6993641|7002385	ENSG00000101680.16
chr18:8069686|8076564	ENSG00000173482.17
chr18:8114791|8244209	ENSG00000173482.17
chr18:9182382|9195698	ENSG00000101745.17
chr18:9359972|9388140	ENSG00000128791.12
chr18:9814020|9815222	ENSG00000168461.13
chr18:9936110|9937066	ENSG00000101558.14
chr18:10327069|10371454	ENSG00000264876.2
chr18:10595794|10599121	ENSG00000265728.1
chr18:10789079|10791324	ENSG00000154864.14
chr18:11503734|11505057	ENSG00000267252.6
chr18:11753826|11864606	ENSG00000141404.17
chr18:12097640|12107467	ENSG00000181626.12
chr18:12254725|12262969	ENSG00000176194.18
chr18:12353005|12360051	ENSG00000141385.12
chr18:12410718|12420493	ENSG00000141391.14
chr18:12421540|12427111	ENSG00000141391.14
chr18:12421540|12427323	ENSG00000141391.14
chr18:12493072|12512531	ENSG00000134278.16
chr18:12698979|12699905	ENSG00000101624.11
chr18:12706550|12720683	ENSG00000128789.21
chr18:12793482|12794485	ENSG00000175354.20
chr18:14877611|14877931	ENSG00000265786.1
chr18:20986950|21008194	ENSG00000067900.8
chr18:21401150|21449836	ENSG00000141449.16
chr18:21798084|21838497	ENSG00000101752.13
chr18:22176955|22181578	ENSG00000141448.11
chr18:22929383|22936960	ENSG00000101773.19
chr18:22977790|22982393	ENSG00000101773.19
chr18:23136524|23188909	ENSG00000134508.13
chr18:23504371|23508041	ENSG00000141452.10
chr18:23629853|23646287	ENSG00000154065.17
chr18:23898954|23904694	ENSG00000053747.17
chr18:24006367|24013041	ENSG00000264745.1
chr18:24143091|24143413	ENSG00000154040.21
chr18:24302389|24303718	ENSG00000141447.19
chr18:24427919|24438040	ENSG00000154059.11
chr18:24674275|24692670	ENSG00000265485.8
chr18:25207202|25213665	ENSG00000285595.1
chr18:25207202|25214097	ENSG00000285595.1
chr18:26081225|26087577	ENSG00000141380.14
chr18:26151858|26158244	ENSG00000154611.15
chr18:26274931|26293531	ENSG00000141384.13
chr18:26281971|26293531	ENSG00000141384.13
chr18:26709450|26710039	ENSG00000260372.7
chr18:27048465|27142905	ENSG00000154080.14
chr18:27234922|27235659	ENSG00000265374.1
chr18:29519087|29528343	ENSG00000264587.5
chr18:31008269|31025915	ENSG00000134762.17
chr18:31074683|31087813	ENSG00000134755.18
chr18:31082238|31086742	ENSG00000134755.18
chr18:31141999|31145777	ENSG00000134765.10
chr18:31331701|31336613	ENSG00000134760.6
chr18:31390656|31399543	ENSG00000175065.12
chr18:31391078|31399543	ENSG00000175065.12
chr18:31460833|31464382	ENSG00000134757.5
chr18:31585802|31591971	ENSG00000118271.12
chr18:31626999|31645479	ENSG00000118276.12
chr18:31626999|31658089	ENSG00000118276.12
chr18:31867402|31890866	ENSG00000153339.15
chr18:32042179|32045732	ENSG00000263917.1
chr18:32310193|32393035	ENSG00000141441.16
chr18:33370050|33397208	ENSG00000166960.17
chr18:33607594|33627070	ENSG00000141431.13
chr18:33943065|33958418	ENSG00000101746.16
chr18:34019318|34105160	ENSG00000101746.16
chr18:34759933|34765994	ENSG00000268873.1
chr18:35480453|35487439	ENSG00000153391.16
chr18:35677591|35689290	ENSG00000141429.14
chr18:35974896|35977600	ENSG00000141428.17
chr18:35988732|35990595	ENSG00000141425.18
chr18:35990526|35993300	ENSG00000141425.18
chr18:36144939|36156654	ENSG00000134759.14
chr18:36205077|36220217	ENSG00000075643.6
chr18:36215516|36220217	ENSG00000075643.6
chr18:36652570|36693423	ENSG00000134775.16
chr18:36807847|36818973	ENSG00000134779.15
chr18:37274805|37321881	ENSG00000101489.20
chr18:37275645|37275981	ENSG00000267202.5
chr18:37964653|37977834	ENSG00000286716.1
chr18:39865769|39870968	ENSG00000283503.3
chr18:39876304|39921829	ENSG00000267413.1
chr18:42004356|42029441	ENSG00000078142.14
chr18:42037692|42038850	ENSG00000078142.14
chr18:42974074|43033867	ENSG00000152214.14
chr18:45150140|45179978	ENSG00000267101.7
chr18:45626958|45637182	ENSG00000132874.15
chr18:45724950|45736648	ENSG00000141469.18
chr18:45730300|45736648	ENSG00000141469.18
chr18:45882274|45901167	ENSG00000152223.16
chr18:46109647|46122590	ENSG00000152240.13
chr18:46435289|46450400	ENSG00000141622.14
chr18:46522101|46534451	ENSG00000167210.17
chr18:46904102|46906315	ENSG00000078043.16
chr18:47156118|47157537	ENSG00000267228.7
chr18:47230935|47244982	ENSG00000215474.8
chr18:47896521|47920169	ENSG00000175387.16
chr18:48168812|48177962	ENSG00000286583.1
chr18:48185934|48338398	ENSG00000184828.10
chr18:49024222|49026153	ENSG00000264269.1
chr18:49567442|49575590	ENSG00000101670.12
chr18:49792152|49797594	ENSG00000167315.18
chr18:49826436|49835424	ENSG00000266997.2
chr18:49826436|49836885	ENSG00000266997.2
chr18:49839144|49843392	ENSG00000167306.20
chr18:50250758|50261237	ENSG00000172361.6
chr18:50250758|50251784	ENSG00000172361.6
chr18:50274977|50276418	ENSG00000141644.18
chr18:50275129|50276418	ENSG00000141644.18
chr18:50276378|50277204	ENSG00000141644.18
chr18:50663089|50715223	ENSG00000141639.12
chr18:50806704|50819702	ENSG00000134042.14
chr18:50920456|50921187	ENSG00000082212.13
chr18:51560593|51578676	ENSG00000227115.9
chr18:53578073|53584349	ENSG00000263438.6
chr18:54273926|54287411	ENSG00000101751.11
chr18:54354054|54356444	ENSG00000174448.9
chr18:54365719|54372597	ENSG00000166845.15
chr18:54887995|54893056	ENSG00000041353.10
chr18:54934820|54941083	ENSG00000166510.14
chr18:55269831|55351003	ENSG00000196628.20
chr18:56027797|56037222	ENSG00000206129.4
chr18:56055905|56188350	ENSG00000206129.4
chr18:56077522|56078232	ENSG00000267057.6
chr18:56618004|56638505	ENSG00000091164.13
chr18:56618004|56624461	ENSG00000091164.13
chr18:57058887|57070003	ENSG00000258609.3
chr18:57615817|57620651	ENSG00000134440.12
chr18:57667092|57691997	ENSG00000081923.15
chr18:58335478|58351045	ENSG00000049759.20
chr18:58700441|58733574	ENSG00000172175.15
chr18:58714083|58723251	ENSG00000172175.15
chr18:58812482|58814074	ENSG00000267593.2
chr18:58812482|58831788	ENSG00000267593.2
chr18:59035668|59051670	ENSG00000224367.6
chr18:59149513|59152685	ENSG00000166562.9
chr18:59355313|59355658	ENSG00000074695.6
chr18:60641961|60643580	ENSG00000267382.1
chr18:60730886|60771982	ENSG00000267098.2
chr18:61573894|61579456	ENSG00000267316.5
chr18:61577028|61579456	ENSG00000267316.5
chr18:62106789|62138298	ENSG00000197563.11
chr18:62146971|62157227	ENSG00000197563.11
chr18:62348168|62354534	ENSG00000141655.17
chr18:63400547|63403826	ENSG00000119541.10
chr18:63400547|63410446	ENSG00000119541.10
chr18:63556142|63564120	ENSG00000166634.7
chr18:63588651|63592971	ENSG00000197641.12
chr18:63592348|63594238	ENSG00000197641.12
chr18:63641760|63643217	ENSG00000206073.11
chr18:63710179|63716152	ENSG00000206072.13
chr18:63782355|63796383	ENSG00000166396.13
chr18:63890557|63891612	ENSG00000197632.9
chr18:63891436|63897219	ENSG00000197632.9
chr18:63901740|63902568	ENSG00000242550.6
chr18:63979801|63983721	ENSG00000166401.15
chr18:63981721|63983721	ENSG00000166401.15
chr18:64192524|64258519	ENSG00000266952.2
chr18:64874981|64909574	ENSG00000286800.1
chr18:65814485|65844065	ENSG00000081138.14
chr18:66544719|66572316	ENSG00000071991.9
chr18:66544719|66568710	ENSG00000071991.9
chr18:67834419|67836258	ENSG00000265533.1
chr18:68261625|68263603	ENSG00000264699.2
chr18:68838706|68846421	ENSG00000150636.17
chr18:69895701|69947069	ENSG00000150637.9
chr18:70065829|70092220	ENSG00000176225.15
chr18:70336448|70339881	ENSG00000266258.1
chr18:71197938|71199520	ENSG00000287693.1
chr18:71534214|71548696	ENSG00000260676.5
chr18:72541804|72543530	ENSG00000141668.10
chr18:72783678|72859074	ENSG00000166342.19
chr18:73161824|73255918	ENSG00000263711.6
chr18:74499882|74501472	ENSG00000133313.15
chr18:74499937|74501472	ENSG00000133313.15
chr18:74560856|74571270	ENSG00000150656.15
chr18:74576869|74578327	ENSG00000150656.15
chr18:75643356|75646766	ENSG00000287993.1
chr18:76209744|76212419	ENSG00000264260.2
chr18:76209744|76214456	ENSG00000264260.2
chr18:76530384|76610974	ENSG00000266256.3
chr18:77185184|77205559	ENSG00000265844.1
chr18:79253381|79330104	ENSG00000166377.21
chr18:80037330|80038617	ENSG00000101546.13
chr18:80048114|80069906	ENSG00000261126.7
chr18:80187731|80189439	ENSG00000267251.2
chr19:287474|288171	ENSG00000141934.10
chr19:334400|336173	ENSG00000105556.12
chr19:372631|373531	ENSG00000105549.11
chr19:430684|434865	ENSG00000129946.11
chr19:535837|536340	ENSG00000099804.9
chr19:567456|571596	ENSG00000267751.6
chr19:579500|580782	ENSG00000172270.22
chr19:580379|582582	ENSG00000172270.22
chr19:652826|663185	ENSG00000070423.18
chr19:691858|694970	ENSG00000185198.12
chr19:726138|727088	ENSG00000099864.18
chr19:756890|760039	ENSG00000099812.9
chr19:804823|805563	ENSG00000011304.22
chr19:814434|815851	ENSG00000129951.19
chr19:899601|902130	ENSG00000198858.10
chr19:932509|965080	ENSG00000116017.11
chr19:990223|991145	ENSG00000065268.11
chr19:1003130|1007971	ENSG00000116032.5
chr19:1011892|1013340	ENSG00000182087.14
chr19:1026977|1031192	ENSG00000064666.15
chr19:1073948|1074241	ENSG00000180448.11
chr19:1074614|1080379	ENSG00000180448.11
chr19:1090087|1094078	ENSG00000099817.12
chr19:1105366|1105809	ENSG00000167468.19
chr19:1234191|1235565	ENSG00000099625.14
chr19:1242456|1244185	ENSG00000099624.8
chr19:1251839|1254478	ENSG00000167470.14
chr19:1270867|1271467	ENSG00000099622.14
chr19:1362250|1367220	ENSG00000160953.17
chr19:1388525|1391050	ENSG00000115286.21
chr19:1399128|1399587	ENSG00000130005.13
chr19:1418666|1428995	ENSG00000071626.17
chr19:1418666|1425960	ENSG00000071626.17
chr19:1452984|1453337	ENSG00000115266.12
chr19:1488188|1489897	ENSG00000115257.15
chr19:1495294|1496453	ENSG00000115255.12
chr19:1526486|1526998	ENSG00000185988.15
chr19:1526704|1528428	ENSG00000185988.15
chr19:1526903|1528974	ENSG00000185988.15
chr19:1582622|1599560	ENSG00000267059.2
chr19:1584540|1585214	ENSG00000267059.2
chr19:1615285|1615821	ENSG00000071564.17
chr19:1796077|1800449	ENSG00000130270.16
chr19:1808222|1810683	ENSG00000130270.16
chr19:1817219|1818843	ENSG00000079313.15
chr19:1819934|1820395	ENSG00000079313.15
chr19:1914979|1918283	ENSG00000227500.10
chr19:1979319|1979643	ENSG00000133275.16
chr19:1987500|1990201	ENSG00000133243.10
chr19:2109873|2110224	ENSG00000065000.19
chr19:2137011|2137807	ENSG00000065000.19
chr19:2243382|2244615	ENSG00000104897.10
chr19:2243382|2245555	ENSG00000104897.10
chr19:2337443|2338841	ENSG00000005206.17
chr19:2405374|2415841	ENSG00000178297.15
chr19:2912136|2915648	ENSG00000171970.14
chr19:3113330|3115072	ENSG00000088256.9
chr19:3146403|3148775	ENSG00000060558.4
chr19:3150131|3151835	ENSG00000060558.4
chr19:3275856|3282267	ENSG00000161082.13
chr19:3281199|3284964	ENSG00000161082.13
chr19:3425106|3449139	ENSG00000141905.19
chr19:3522956|3525993	ENSG00000105325.15
chr19:3546255|3548030	ENSG00000161091.14
chr19:3586495|3586994	ENSG00000179855.9
chr19:3647338|3656557	ENSG00000186111.11
chr19:3647338|3653589	ENSG00000186111.11
chr19:3746011|3746695	ENSG00000105289.15
chr19:3746817|3748081	ENSG00000105289.15
chr19:3752508|3754105	ENSG00000011132.12
chr19:3752820|3754105	ENSG00000011132.12
chr19:3781607|3784239	ENSG00000007264.15
chr19:3820182|3823403	ENSG00000105278.12
chr19:3905434|3909617	ENSG00000167654.18
chr19:3933458|3937288	ENSG00000077009.14
chr19:3963643|3964991	ENSG00000167657.14
chr19:3981947|3982313	ENSG00000167658.16
chr19:4097279|4101280	ENSG00000126934.15
chr19:4179104|4180909	ENSG00000077463.15
chr19:4199875|4202090	ENSG00000089847.13
chr19:4249228|4251171	ENSG00000105248.16
chr19:4282870|4283242	ENSG00000105251.11
chr19:4306024|4306329	ENSG00000105255.11
chr19:4354045|4355173	ENSG00000008382.16
chr19:4423335|4429606	ENSG00000167670.16
chr19:4446836|4453522	ENSG00000167671.12
chr19:4475445|4491682	ENSG00000167674.15
chr19:4531627|4534095	ENSG00000267385.1
chr19:4552422|4555095	ENSG00000167680.17
chr19:4769284|4769757	ENSG00000176840.13
chr19:5082367|5134061	ENSG00000127663.15
chr19:5110622|5132007	ENSG00000127663.15
chr19:5649926|5654456	ENSG00000160633.13
chr19:5684819|5687375	ENSG00000167733.14
chr19:5684965|5690327	ENSG00000130255.13
chr19:5699027|5707143	ENSG00000196365.12
chr19:5699027|5707826	ENSG00000196365.12
chr19:5745913|5754245	ENSG00000174898.16
chr19:5788357|5789539	ENSG00000141994.16
chr19:6135681|6151795	ENSG00000130377.14
chr19:6177229|6185653	ENSG00000130377.14
chr19:6217954|6230713	ENSG00000130382.9
chr19:6312149|6312499	ENSG00000167769.5
chr19:6381359|6383495	ENSG00000125651.14
chr19:6392857|6393141	ENSG00000125651.14
chr19:6418702|6421317	ENSG00000088247.19
chr19:6421278|6422436	ENSG00000088247.19
chr19:6429724|6432204	ENSG00000181240.14
chr19:6478937|6479718	ENSG00000205744.10
chr19:6590841|6592575	ENSG00000125726.11
chr19:6669851|6670588	ENSG00000125735.11
chr19:6679125|6682030	ENSG00000125730.18
